WORD	ANNOTATOR_ID	RELEVANCE	VALENCE	AROUSAL	EXPRESSED_MORAL
joint	41902E287BE8F342C3876F667BFDE37C	1	7	7	7
fellowship	41902E287BE8F342C3876F667BFDE37C	1	8	8	8
apostate	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	5	5	2
unison	41902E287BE8F342C3876F667BFDE37C	1	7	7	6
ally	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	8	6	9
deceive	41902E287BE8F342C3876F667BFDE37C	1	1	6	1
member	41902E287BE8F342C3876F667BFDE37C	1	6	6	6
sequester	09B3CDB7EE647EEB3AA04AB94F6F6B72	1	2	8	5
insider	41902E287BE8F342C3876F667BFDE37C	1	6	6	6
nationalist	41902E287BE8F342C3876F667BFDE37C	1	5	5	5
segregation	41902E287BE8F342C3876F667BFDE37C	1	4	6	5
miscreant	41902E287BE8F342C3876F667BFDE37C	1	3	5	5
deceit	7181037E2FBFF96DF85E1E69916447BE	1	2	2	1
commune	7181037E2FBFF96DF85E1E69916447BE	1	5	6	5
clique	7181037E2FBFF96DF85E1E69916447BE	1	5	5	5
comradeship	7181037E2FBFF96DF85E1E69916447BE	1	6	7	7
segregationism	7181037E2FBFF96DF85E1E69916447BE	1	4	5	3
loyalty	7181037E2FBFF96DF85E1E69916447BE	1	4	3	3
deceive	7181037E2FBFF96DF85E1E69916447BE	1	2	3	2
member	7181037E2FBFF96DF85E1E69916447BE	1	6	7	7
apostasy	7181037E2FBFF96DF85E1E69916447BE	1	5	6	6
abandon	B0CB2A2931329F9B1C4F8301DBA3D962	1	1	4	1
collectivism	B0CB2A2931329F9B1C4F8301DBA3D962	1	6	5	8
ally	B0CB2A2931329F9B1C4F8301DBA3D962	1	8	7	9
patriot	B0CB2A2931329F9B1C4F8301DBA3D962	1	8	6	9
family	B0CB2A2931329F9B1C4F8301DBA3D962	1	8	6	9
terrorise	174DF48C8FEFF362697DFB927F6024B2	1	5	5	2
group	174DF48C8FEFF362697DFB927F6024B2	1	9	9	5
member	174DF48C8FEFF362697DFB927F6024B2	1	7	4	5
apostate	174DF48C8FEFF362697DFB927F6024B2	1	4	4	5
terrorist	174DF48C8FEFF362697DFB927F6024B2	1	1	1	1
ally	174DF48C8FEFF362697DFB927F6024B2	1	9	9	9
loyalist	174DF48C8FEFF362697DFB927F6024B2	1	6	5	9
loyalist	864C97282747D4BEB83D96B29067CE10	1	9	1	9
foreign	174DF48C8FEFF362697DFB927F6024B2	1	5	5	5
national	864C97282747D4BEB83D96B29067CE10	1	5	1	2
renegade	174DF48C8FEFF362697DFB927F6024B2	1	4	4	5
insider	864C97282747D4BEB83D96B29067CE10	1	5	1	1
commune	864C97282747D4BEB83D96B29067CE10	1	9	1	9
disloyalty	864C97282747D4BEB83D96B29067CE10	1	5	1	1
joint	864C97282747D4BEB83D96B29067CE10	1	9	1	9
segregationist	864C97282747D4BEB83D96B29067CE10	1	5	1	1
traitor	864C97282747D4BEB83D96B29067CE10	1	5	1	1
patriot	864C97282747D4BEB83D96B29067CE10	1	9	1	9
deceit	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	2	2	1
jilted	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	1	1	1
abandon	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	1	1	2
unison	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	9	5	8
group	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	5	1	5
family	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	5	6	5
loyalty	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	7	8	7
foreign	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	5	6	5
clique	97DDB03EFBAE4A1AA3DC0023E8F50EF8	1	4	6	7
loyal	C0DE626F6E8E6391DC913D31441B9728	1	9	9	9
clique	C0DE626F6E8E6391DC913D31441B9728	1	5	6	5
collectivism	C0DE626F6E8E6391DC913D31441B9728	1	9	9	9
abandon	C0DE626F6E8E6391DC913D31441B9728	1	1	1	1
family	C0DE626F6E8E6391DC913D31441B9728	1	9	9	9
deceit	3878807D71C2653AB071D55EAE734844	1	1	6	1
loyalty	3878807D71C2653AB071D55EAE734844	1	9	2	9
group	3878807D71C2653AB071D55EAE734844	1	7	4	7
traitor	C0DE626F6E8E6391DC913D31441B9728	1	3	5	5
disloyalty	C0DE626F6E8E6391DC913D31441B9728	1	5	5	5
clique	3878807D71C2653AB071D55EAE734844	1	2	7	3
deserted	C0DE626F6E8E6391DC913D31441B9728	1	5	5	5
homeland	3878807D71C2653AB071D55EAE734844	1	5	5	7
segregationism	C0DE626F6E8E6391DC913D31441B9728	1	4	5	4
jilted	3878807D71C2653AB071D55EAE734844	1	2	7	1
disloyalty	3878807D71C2653AB071D55EAE734844	1	2	6	1
traitor	3878807D71C2653AB071D55EAE734844	1	2	7	1
collectivism	3878807D71C2653AB071D55EAE734844	1	5	5	7
terrorism	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	2	2	7
renegade	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	3	3	7
loyal	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	7	8	8
jilted	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	5	5	6
segregationism	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	5	5	5
apostate	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	4	5	6
collectivism	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	5	5	5
disloyalty	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	2	2	2
foreign	5CDE0CE1324FCBBA370C6C5F4CCF1748	1	5	5	5
disloyalty	FFF25F05409DE69284DD1F9B8ADD9803	1	4	6	1
apostasy	FFF25F05409DE69284DD1F9B8ADD9803	1	6	1	2
apostate	FFF25F05409DE69284DD1F9B8ADD9803	1	6	1	3
terrorism	FFF25F05409DE69284DD1F9B8ADD9803	1	2	6	1
deserted	FFF25F05409DE69284DD1F9B8ADD9803	1	3	6	1
renegade	FFF25F05409DE69284DD1F9B8ADD9803	1	5	4	3
foreign	FFF25F05409DE69284DD1F9B8ADD9803	1	5	5	5
miscreant	FFF25F05409DE69284DD1F9B8ADD9803	1	5	2	4
segregationism	C0BBDA6B0A7726AA7621EE7AFC60EA11	1	3	6	1
terrorism	C0BBDA6B0A7726AA7621EE7AFC60EA11	1	1	8	2
foreign	C0BBDA6B0A7726AA7621EE7AFC60EA11	1	5	5	5
foreign	6436745061947FB7ADC61CB69801BDEE	1	5	5	5
terrorism	6436745061947FB7ADC61CB69801BDEE	1	1	9	1
apostasy	6436745061947FB7ADC61CB69801BDEE	1	1	1	1
unison	6436745061947FB7ADC61CB69801BDEE	1	9	9	9
deserted	6436745061947FB7ADC61CB69801BDEE	1	5	5	5
apostasy	66DF3C6136BAED9E4BE36CA965109EFB	1	5	3	5
foreign	66DF3C6136BAED9E4BE36CA965109EFB	1	5	5	5
terrorism	66DF3C6136BAED9E4BE36CA965109EFB	1	2	5	2
deserted	66DF3C6136BAED9E4BE36CA965109EFB	1	4	5	3
segregationism	66DF3C6136BAED9E4BE36CA965109EFB	1	2	5	1
unison	66DF3C6136BAED9E4BE36CA965109EFB	1	5	5	5
deserted	4E0C798A73F016100353720FAA644B12	1	2	5	4
deserted	334338593C5A4D7C6E2D2AA129BF445C	1	3	5	1
